mcc_code,agrupacion_rubro_gsauma,descripcion_nacional,glosa_mcc,descripcion_mcc
4899,OTROS RUBROS,TELEFONIA FIJA,SERVICIOS DE COMUNICACION,CABLE SATELITE Y OTROS SERVICIOS PAGADOS DE TELEVISIÓN Y RADIO
8398,OTROS RUBROS,FUNDACIONES BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,ORGANIZACIONES CARITATIVAS Y SERVICIOS SOCIALES (ORGANIZACIONES SIN FINES DE LUCRO)
8641,OTROS RUBROS,FUNDACIONES BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8641,OTROS RUBROS,FUNDACIONES NO BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8398,OTROS RUBROS,AFINIDADES BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,ORGANIZACIONES CARITATIVAS Y SERVICIOS SOCIALES (ORGANIZACIONES SIN FINES DE LUCRO)
8641,OTROS RUBROS,AFINIDADES BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8641,OTROS RUBROS,AFINIDADES NO BENEFICAS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8651,OTROS RUBROS,PARTIDOS POLITICOS,#N/A,#N/A
7393,OTROS RUBROS,SERVICIOS DE SEGURIDAD,SERVICIOS NO PERSONALES,"AGENCIAS DE DETECTIVES, SERVICIOS DE PROTECCIÓN, Y SERVICIOS DE SEGURIDAD, INCLUYENDO VEHÍCULOS BLINDADOS, Y PERROS GUARDIANES"
7399,OTROS RUBROS,TRANSBANK,SERVICIOS NO PERSONALES,"SERVICIOS DE NEGOCIOS (NO CLASIFICADOS EN OTRO MCC (CONGRESOS Y EVENTOS, ACTIVIDADES NO CLASIFICADAS)"
6051,OTROS RUBROS,CASAS DE CAMBIO,INTERMEDIACION FINANCIERA,"INSTITUCIONES NO FINANCIERAS - MONEDA EXTRANJERA, GIROS (NO TRANSFERENCIAS DE EFECTIVO), CHEQUES DE VIAJERO"
5732,OTROS RUBROS,TELEFONIA FIJA VIP,ARTICULOS Y/O EQUIPOS PARA EL HOGAR,TIENDAS DE ELECTRONICOS
4899,OTROS RUBROS,TELEFONIA FIJA VIP,SERVICIOS DE COMUNICACION,CABLE SATELITE Y OTROS SERVICIOS PAGADOS DE TELEVISIÓN Y RADIO
5962,OTROS RUBROS,MEMBRESIAS DE SERVICIOS TURISTICOS,TIENDAS ESPECIALIZADAS ,MARKETING DIRECTO – SERVICIOS DE ACUERDOS RELACIONADOS CON VIAJES
8999,OTROS RUBROS,OTROS SERVICIOS DEL RUBRO SERVICIOS,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
6012,OTROS RUBROS,TRANSACCIONES DE EMISORES NACIONALES,INTERMEDIACION FINANCIERA,INSTITUCIONES FINANCIERAS – MERCANCIA Y SERVICIOS
8999,OTROS RUBROS,ALIMENTOS EN GENERAL,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
5251,OTROS RUBROS,ALIMENTOS EN GENERAL,VIVIENDA,FERRETERIAS
5199,OTROS RUBROS,ALIMENTOS EN GENERAL,#N/A,#N/A
5921,OTROS RUBROS,BOTILLERIAS,TIENDAS ESPECIALIZADAS ,"LICORERÍAS – CERVEZA, VINOS Y BEBIDAS ALCOHÓLICAS (BOTILLERIAS)"
921,OTROS RUBROS,BOTILLERIAS,#N/A,#N/A
5422,OTROS RUBROS,"CARNICERIAS, FRIGORIFICOS",ALIMENTOS EN GENERAL,"MERCADOS Y MINORISTAS, ALMACENAJE REFRIGERADO Y PRODUCTOS A GRANEL DE CARNE."
7011,OTROS RUBROS,COMIDAS PREPARADAS,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
5462,OTROS RUBROS,FAST FOOD,ALIMENTOS EN GENERAL,PASTELERÍAS.
5441,OTROS RUBROS,CONFITERIAS Y BOMBONERIAS,ALIMENTOS EN GENERAL,"DULCERÍAS (TIENDAS DE DULCES, NUECES Y CONFITERÍAS)."
5462,OTROS RUBROS,CONFITERIAS Y BOMBONERIAS,ALIMENTOS EN GENERAL,PASTELERÍAS.
5462,OTROS RUBROS,PANADERIAS,ALIMENTOS EN GENERAL,PASTELERÍAS.
5462,OTROS RUBROS,PASTELERIAS,ALIMENTOS EN GENERAL,PASTELERÍAS.
5422,OTROS RUBROS,PESCADERIAS (MARISCOS),ALIMENTOS EN GENERAL,"MERCADOS Y MINORISTAS, ALMACENAJE REFRIGERADO Y PRODUCTOS A GRANEL DE CARNE."
5712,OTROS RUBROS,SUPERMERCADOS,ARTICULOS Y/O EQUIPOS PARA EL HOGAR,"MUEBLES, TIENDAS DE MOBILIARIO Y EQUIPO PARA EL HOGAR, EXCEPTO APARATOS."
5921,OTROS RUBROS,VINOS Y LICORES,TIENDAS ESPECIALIZADAS ,"LICORERÍAS – CERVEZA, VINOS Y BEBIDAS ALCOHÓLICAS (BOTILLERIAS)"
3030,OTROS RUBROS,AEROLINEAS ARGENTINAS,#N/A,#N/A
3076,OTROS RUBROS,AEROMEXICO,#N/A,#N/A
3039,OTROS RUBROS,AVIANCA,#N/A,#N/A
3013,OTROS RUBROS,ALITALIA,#N/A,#N/A
3001,OTROS RUBROS,AMERICAN AIRLINES,#N/A,#N/A
3219,OTROS RUBROS,COPA,#N/A,#N/A
3102,OTROS RUBROS,IBERIA,#N/A,#N/A
3010,OTROS RUBROS,KLM,#N/A,#N/A
3082,OTROS RUBROS,KOREAN AIRLINES,#N/A,#N/A
3012,OTROS RUBROS,QANTAS,#N/A,#N/A
3015,OTROS RUBROS,SWISS,#N/A,#N/A
3000,OTROS RUBROS,UNITED AIRLINES,#N/A,#N/A
3007,OTROS RUBROS,AIR FRANCE,#N/A,#N/A
5422,OTROS RUBROS,,ALIMENTOS EN GENERAL,"MERCADOS Y MINORISTAS, ALMACENAJE REFRIGERADO Y PRODUCTOS A GRANEL DE CARNE."
4119,OTROS RUBROS,AMBULANCIA,SERVICIOS DE TRANSPORTE,SERVICIO DE AMBULANCIAS
8071,OTROS RUBROS,LABORATORIOS MEDICOS Y DENTALES,SERVICIOS MEDICOS,LABORATORIOS MÉDICOS Y DENTALES
8071,OTROS RUBROS,ARTICULOS MEDICOS Y DENTALES,SERVICIOS MEDICOS,LABORATORIOS MÉDICOS Y DENTALES
5047,OTROS RUBROS,ARTICULOS MEDICOS Y DENTALES,TIENDAS ESPECIALIZADAS ,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES, OFTALMOLÓGICO Y HOSPITALES."
5976,OTROS RUBROS,ARTICULOS ORTOPEDICOS,TIENDAS ESPECIALIZADAS ,MERCANCÍAS ORTOPÉDICAS – DISPOSITIVO PROTÉTICOS  (APARATOS ORTOPEDICOS)
8050,OTROS RUBROS,CASAS DE REPOSO,SERVICIOS MEDICOS,LOCALES DE ENFERMERÍA Y CUIDADO PERSONAL (CASAS DE REPOSO)
8641,OTROS RUBROS,ENTIDADES GREMIALES,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
8641,OTROS RUBROS,COOPERATIVAS,ORGANIZACIONES Y ASOCIACIONES,"ASOCIACIONES CÍVICAS, SOCIALES Y FRATERNALES Y COLEGIOS PROFESIONALES"
742,OTROS RUBROS,CLINICAS VETERINARIAS,AGROPECUARIA,SERVICIOS VETERINARIOS
742,OTROS RUBROS,SERVICIOS VETERINARIOS,AGROPECUARIA,SERVICIOS VETERINARIOS
8021,OTROS RUBROS,DENTISTAS,SERVICIOS MEDICOS,DENTISTAS Y ORTODONTISTAS
742,OTROS RUBROS,FARMACIAS,AGROPECUARIA,SERVICIOS VETERINARIOS
5047,OTROS RUBROS,FARMACIAS,TIENDAS ESPECIALIZADAS ,"EQUIPOS Y SUMINISTROS MÉDICOS, DENTALES, OFTALMOLÓGICO Y HOSPITALES."
8099,OTROS RUBROS,HOMEOPATIAS,SERVICIOS MEDICOS,SERVICIOS MÉDICOS Y PRACTICANTES DE LA SALUD – NO CLASIFICADOS EN OTRO MCC
8099,OTROS RUBROS,ISAPRES,SERVICIOS MEDICOS,SERVICIOS MÉDICOS Y PRACTICANTES DE LA SALUD – NO CLASIFICADOS EN OTRO MCC
8099,OTROS RUBROS,KINESIOLOGOS,SERVICIOS MEDICOS,SERVICIOS MÉDICOS Y PRACTICANTES DE LA SALUD – NO CLASIFICADOS EN OTRO MCC
8071,OTROS RUBROS,LABORATORIOS CLINICOS,SERVICIOS MEDICOS,LABORATORIOS MÉDICOS Y DENTALES
7297,OTROS RUBROS,SALONES DE MASAJE,SERVICIOS PERSONALES,SALONES DE MASAJES
8011,OTROS RUBROS,MEDICOS,SERVICIOS MEDICOS,DOCTORES Y MÉDICOS – NO CLASIFICADOS EN  OTRO MCC
8043,OTROS RUBROS,OPTICAS,SERVICIOS MEDICOS,"OCULISTAS, MERCANCÍAS ÓPTICAS Y ANTEOJOS"
8044,OTROS RUBROS,OPTICAS,#N/A,#N/A
8011,OTROS RUBROS,ORTOPEDISTAS,SERVICIOS MEDICOS,DOCTORES Y MÉDICOS – NO CLASIFICADOS EN  OTRO MCC
8049,OTROS RUBROS,PODOLOGISTAS,SERVICIOS MEDICOS,PODÓLOGOS Y PEDICUROS
8099,OTROS RUBROS,PRACTICANTES Y ENFERMERAS,SERVICIOS MEDICOS,SERVICIOS MÉDICOS Y PRACTICANTES DE LA SALUD – NO CLASIFICADOS EN OTRO MCC
8011,OTROS RUBROS,PSICOLOGOS Y PSIQUIATRAS,SERVICIOS MEDICOS,DOCTORES Y MÉDICOS – NO CLASIFICADOS EN  OTRO MCC
8071,OTROS RUBROS,RADIOLOGIA,SERVICIOS MEDICOS,LABORATORIOS MÉDICOS Y DENTALES
8099,OTROS RUBROS,OTROS DEL RUBRO SALUD,SERVICIOS MEDICOS,SERVICIOS MÉDICOS Y PRACTICANTES DE LA SALUD – NO CLASIFICADOS EN OTRO MCC
5462,OTROS RUBROS,CAFETERIAS Y SALONES DE TE,ALIMENTOS EN GENERAL,PASTELERÍAS.
7997,OTROS RUBROS,CLUBES SOCIALES,SERVICIOS DE RECREACION,"CLUBES DE MEMBRESÍA (DEPORTES, RECREACIÓN, ATLÉTICOS), CLUBES CAMPESTRES, Y CAMPOS PRIVADOS DE GOLF"
5994,OTROS RUBROS,CLUBES SOCIALES,TIENDAS ESPECIALIZADAS ,VENDEDORES DE PERIÓDICOS Y  KIOSCOS.
5816,OTROS RUBROS,,#N/A,#N/A
7832,OTROS RUBROS,CINES,SERVICIOS DE RECREACION,CINES
7999,OTROS RUBROS,TICKETERAS,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7995,OTROS RUBROS,APUESTAS Y JUEGOS DE AZAR,SERVICIOS DE RECREACION,"APUESTAS, INCLUYENDO BOLETOS DE LOTERÍA, FICHAS DE CASINO, APUESTAS FUERA DE LAS PISTAS, APUESTAS EN LAS PISTAS DE CARRERA"
7800,OTROS RUBROS,APUESTAS Y JUEGOS DE AZAR,#N/A,#N/A
7996,OTROS RUBROS,ENTRETENIMIENTOS ELECTRONICOS PARQUE DIVERSIONES,SERVICIOS DE RECREACION,"PARQUES DE DIVERSIÓN, CIRCOS, CARNAVALES Y LECTURA DE FORTUNA"
7995,OTROS RUBROS,CASINOS DE JUEGOS,SERVICIOS DE RECREACION,"APUESTAS, INCLUYENDO BOLETOS DE LOTERÍA, FICHAS DE CASINO, APUESTAS FUERA DE LAS PISTAS, APUESTAS EN LAS PISTAS DE CARRERA"
7999,OTROS RUBROS,CASINOS DE JUEGOS,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
5310,OTROS RUBROS,CUPONERAS,MERCADERIA EN GENERAL,TIENDAS DE DESCUENTOS
8999,OTROS RUBROS,RESTAURANTES,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
7011,OTROS RUBROS,RESTAURANTES,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7011,OTROS RUBROS,RESTAURANT DE HOTELES,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7832,OTROS RUBROS,TEATROS,SERVICIOS DE RECREACION,CINES
5811,OTROS RUBROS,BANQUETEROS Y AFINES,CONSUMO DE ALIMENTOS Y BEBIDAS,SERVICIO DE CATERING (PROVEEDORES PARA FIESTAS Y BANQUETES)
7999,OTROS RUBROS,CENTROS INVERNALES,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7999,OTROS RUBROS,OTROS DEL RUBRO ENTRETENIMIENTO,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
5941,OTROS RUBROS,ARMERIAS,TIENDAS ESPECIALIZADAS ,TIENDAS DE MERCANCÍAS DEPORTIVAS
5941,OTROS RUBROS,ARTICULOS PARA CAMPING,TIENDAS ESPECIALIZADAS ,TIENDAS DE MERCANCÍAS DEPORTIVAS
5998,OTROS RUBROS,ARTICULOS PARA CAMPING,TIENDAS ESPECIALIZADAS ,TIENDAS DE CARPAS Y TOLDOS
5940,OTROS RUBROS,ARTICULOS PARA DEPORTE Y CAMPING,TIENDAS ESPECIALIZADAS ,TIENDAS DE BICICLETAS – VENTAS Y SERVICIOS
5941,OTROS RUBROS,ARTICULOS PARA DEPORTE Y CAMPING,TIENDAS ESPECIALIZADAS ,TIENDAS DE MERCANCÍAS DEPORTIVAS
5941,OTROS RUBROS,VENTAS DE EMBARCACIONES Y AFINES,TIENDAS ESPECIALIZADAS ,TIENDAS DE MERCANCÍAS DEPORTIVAS
7933,OTROS RUBROS,CANCHAS PARA BOLOS,SERVICIOS DE RECREACION,CENTROS DE BOLOS (BOLICHE)
7032,OTROS RUBROS,CANCHAS DE TENIS Y CENTRO DEPORTIVOS,#N/A,#N/A
7941,OTROS RUBROS,CANCHAS DE TENIS Y CENTRO DEPORTIVOS,#N/A,#N/A
7999,OTROS RUBROS,ESTADIOS Y CLUBES DEPORTIVOS,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7032,OTROS RUBROS,ESTADIOS Y CLUBES DEPORTIVOS,#N/A,#N/A
7941,OTROS RUBROS,ESTADIOS Y CLUBES DEPORTIVOS,#N/A,#N/A
7997,OTROS RUBROS,GIMNASIOS E INSTITUTOS DE CULTURA FISICA,SERVICIOS DE RECREACION,"CLUBES DE MEMBRESÍA (DEPORTES, RECREACIÓN, ATLÉTICOS), CLUBES CAMPESTRES, Y CAMPOS PRIVADOS DE GOLF"
7999,OTROS RUBROS,GIMNASIOS E INSTITUTOS DE CULTURA FISICA,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7032,OTROS RUBROS,GIMNASIOS E INSTITUTOS DE CULTURA FISICA,#N/A,#N/A
7999,OTROS RUBROS,PISCINAS,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7032,OTROS RUBROS,PISCINAS,#N/A,#N/A
7995,OTROS RUBROS,HIPODROMOS,SERVICIOS DE RECREACION,"APUESTAS, INCLUYENDO BOLETOS DE LOTERÍA, FICHAS DE CASINO, APUESTAS FUERA DE LAS PISTAS, APUESTAS EN LAS PISTAS DE CARRERA"
7802,OTROS RUBROS,HIPODROMOS,#N/A,#N/A
5921,OTROS RUBROS,VESTUARIO DEPORTIVO,TIENDAS ESPECIALIZADAS ,"LICORERÍAS – CERVEZA, VINOS Y BEBIDAS ALCOHÓLICAS (BOTILLERIAS)"
5976,OTROS RUBROS,VESTUARIO DEPORTIVO,TIENDAS ESPECIALIZADAS ,MERCANCÍAS ORTOPÉDICAS – DISPOSITIVO PROTÉTICOS  (APARATOS ORTOPEDICOS)
5571,OTROS RUBROS,VESTUARIO DEPORTIVO,VEHICULOS,TIENDAS Y COMERCIANTES DE MOTOCICLETAS
5655,OTROS RUBROS,VESTUARIO DEPORTIVO,VESTIMENTA E INDUMENTARIA,TIENDAS DE ROPA DEPORTIVA Y PARA MONTAR
5655,OTROS RUBROS,OTROS DE DEPORTES NO CLASIFICADO,VESTIMENTA E INDUMENTARIA,TIENDAS DE ROPA DEPORTIVA Y PARA MONTAR
7941,OTROS RUBROS,OTROS DE DEPORTES NO CLASIFICADO,#N/A,#N/A
7538,OTROS RUBROS,COMPRA VENTA DE AUTOS,ALQUILER Y REPARACION DE VEHICULOS,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE)
5571,OTROS RUBROS,COMPRA VENTA Y ARRIENDO DE MOTOS,VEHICULOS,TIENDAS Y COMERCIANTES DE MOTOCICLETAS
8299,OTROS RUBROS,ESCUELAS DE CONDUCTORES,SERVICIOS LEGALES Y DE ENSEÑANZA,ESCUELAS Y SERVICIOS EDUCACIONALES (NO CLASIFICADOS EN OTROS MCC)
7523,OTROS RUBROS,ESTACIONAMIENTO DE AUTOMOVILES,ALQUILER Y REPARACION DE VEHICULOS,ESTACIONAMIENTOS DE AUTOS
7538,OTROS RUBROS,GARAJES,ALQUILER Y REPARACION DE VEHICULOS,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE)
7538,OTROS RUBROS,REVISIONES TECNICAS,ALQUILER Y REPARACION DE VEHICULOS,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE)
5532,OTROS RUBROS,NEUMATICOS Y BATERIAS,VEHICULOS,COMERCIANTES AUTOMOTRICES DE NEUMÁTICOS (VENTA Y SERVICIO DE LLANTAS)
7538,OTROS RUBROS,RECAUCHAJES Y VULCANIZACION,ALQUILER Y REPARACION DE VEHICULOS,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE)
7534,OTROS RUBROS,RECAUCHAJES Y VULCANIZACION,#N/A,#N/A
7512,OTROS RUBROS,REPUESTOS Y ACCESORIOS,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
5732,OTROS RUBROS,REPUESTOS Y ACCESORIOS,ARTICULOS Y/O EQUIPOS PARA EL HOGAR,TIENDAS DE ELECTRONICOS
5532,OTROS RUBROS,REPUESTOS Y ACCESORIOS,VEHICULOS,COMERCIANTES AUTOMOTRICES DE NEUMÁTICOS (VENTA Y SERVICIO DE LLANTAS)
5211,OTROS RUBROS,REPUESTOS Y ACCESORIOS,VIVIENDA,TIENDAS DE MADERA Y MATERIALES DE CONSTRUCCIÓN
7549,OTROS RUBROS,SERVICIOS DE REMOLQUE,ALQUILER Y REPARACION DE VEHICULOS,SERVICIOS DE REMOLQUE
7538,OTROS RUBROS,SERVICIOS ESPECIALIZADOS AUTOMOTRICES,ALQUILER Y REPARACION DE VEHICULOS,TALLERES DE SERVICIO AUTOMOTRIZ (NO COMERCIANTE)
5532,OTROS RUBROS,SERVICIOS ESPECIALIZADOS AUTOMOTRICES,VEHICULOS,COMERCIANTES AUTOMOTRICES DE NEUMÁTICOS (VENTA Y SERVICIO DE LLANTAS)
5538,OTROS RUBROS,SERVICIOS ESPECIALIZADOS AUTOMOTRICES,#N/A,#N/A
7011,OTROS RUBROS,HOTEL MARRIOTT,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
3509,OTROS RUBROS,HOTEL MARRIOTT,#N/A,#N/A
6513,OTROS RUBROS,APART HOTEL,SERVICIOS DE ALOJAMIENTO,AGENTES DE BIENES INMOBILIARIOS - ALQUILER
7011,OTROS RUBROS,APART HOTEL,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7512,OTROS RUBROS,ARRIENDOS DE AUTOMOVILES,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
3387,OTROS RUBROS,ARRIENDOS DE AUTOMOVILES,#N/A,#N/A
7512,OTROS RUBROS,AVIS RENT A CAR,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
3389,OTROS RUBROS,AVIS RENT A CAR,#N/A,#N/A
7513,OTROS RUBROS,AVIS RENT A CAR,#N/A,#N/A
7512,OTROS RUBROS,ARRIENDOS DE MOTOS,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
7512,OTROS RUBROS,ALAMO RENT A CAR,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
3387,OTROS RUBROS,ALAMO RENT A CAR,#N/A,#N/A
4131,OTROS RUBROS,BUSES,SERVICIOS DE TRANSPORTE,LÍNEAS DE AUTOBUSES
7011,OTROS RUBROS,HOTEL HYATT,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
3640,OTROS RUBROS,HOTEL HYATT,#N/A,#N/A
7033,OTROS RUBROS,CAMPING Y CAMPAMENTOS,INTERMEDIACION FINANCIERA,PARQUES PARA CARAVANAS Y LOCACIONES PARA ACAMPAR.
7011,OTROS RUBROS,CAMPING Y CAMPAMENTOS,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7523,OTROS RUBROS,HOTELES CINCO ESTRELLAS,ALQUILER Y REPARACION DE VEHICULOS,ESTACIONAMIENTOS DE AUTOS
7011,OTROS RUBROS,HOTELES CINCO ESTRELLAS,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
3509,OTROS RUBROS,HOTELES CINCO ESTRELLAS,#N/A,#N/A
3640,OTROS RUBROS,HOTELES CINCO ESTRELLAS,#N/A,#N/A
4411,OTROS RUBROS,COMPANIAS NAVIERAS Y CRUCEROS,SERVICIOS DE TRANSPORTE,NAVÍOS A VAPOR Y LÍNEAS DE CRUCERO
7999,OTROS RUBROS,CENTROS DE EVENTOS,SERVICIOS DE RECREACION,INTERNACIONAL: SERVICIOS DE RECREACIÓN – NO CLASIFICADO EN OTRO MCC
7011,OTROS RUBROS,HOTELES,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7012,OTROS RUBROS,TIEMPO COMPARTIDO,INTERMEDIACION FINANCIERA,TIEMPO COMPARTIDO
6513,OTROS RUBROS,TIEMPO COMPARTIDO,SERVICIOS DE ALOJAMIENTO,AGENTES DE BIENES INMOBILIARIOS - ALQUILER
7997,OTROS RUBROS,TIEMPO COMPARTIDO,SERVICIOS DE RECREACION,"CLUBES DE MEMBRESÍA (DEPORTES, RECREACIÓN, ATLÉTICOS), CLUBES CAMPESTRES, Y CAMPOS PRIVADOS DE GOLF"
3000,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3001,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3007,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3010,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3013,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3030,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3039,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3076,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
3219,OTROS RUBROS,LINEAS AEREAS,#N/A,#N/A
7011,OTROS RUBROS,HOTEL HILTON,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
3504,OTROS RUBROS,HOTEL HILTON,#N/A,#N/A
7011,OTROS RUBROS,MOTELES,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
4011,OTROS RUBROS,FERROCARRILES,SERVICIOS DE TRANSPORTE,TRENES
4121,OTROS RUBROS,RADIO TAXIS Y LIMUSINAS,SERVICIOS DE TRANSPORTE,SERVICIO DE TAXIS Y LIMOSINAS
7011,OTROS RUBROS,DOUBLETREE HOTEL,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
3692,OTROS RUBROS,DOUBLETREE HOTEL,#N/A,#N/A
8999,OTROS RUBROS,RESIDENCIALES,ORGANIZACIONES Y ASOCIACIONES,SERVICIOS PROFESIONALES (NO CLASIFICADOS EN OTRO MCC)
7011,OTROS RUBROS,RESIDENCIALES,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
4789,OTROS RUBROS,TAXIS AEREOS,#N/A,#N/A
7011,OTROS RUBROS,TERMAS,SERVICIOS DE ALOJAMIENTO,"HOSPEDAJE - HOTELES, MOTELES, CENTROS TURÍSTICOS, SERVICIOS DE CENTRALES DE RESERVAS (NO CLASIFICADO EN OTRO MCC)."
7512,OTROS RUBROS,MINORISTAS DUALES,ALQUILER Y REPARACION DE VEHICULOS,AGENCIAS DE ALQUILER DE AUTOS
4411,OTROS RUBROS,MINORISTAS DUALES,SERVICIOS DE TRANSPORTE,NAVÍOS A VAPOR Y LÍNEAS DE CRUCERO
7230,OTROS RUBROS,,SERVICIOS PERSONALES,PELUQUERÍAS Y BARBERÍAS.
4816,OTROS RUBROS,OTROS DE TRANSPORTE NO CLASIFICADO,SERVICIOS DE COMUNICACION,REDES DE COMPUTADORAS / SERVICIOS DE INFORMACION
4789,OTROS RUBROS,OTROS DE TRANSPORTE NO CLASIFICADO,#N/A,#N/A
5309,OTROS RUBROS,TIENDAS LIBRES DE IMPUESTO,MERCADERIA EN GENERAL,TIENDAS LIBRES DE IMPUESTOS (DUTY FREE)
